itemCode,itemDescription,averageCost,supplier,assortmentType
04410090000010,OOA Lorins Patis Pouch 350mL,15.000000,Puregold,Out of assortment
04410090000011,OOA Lorins Patis 200mL,38.480000,Puregold,Out of assortment
04410090000012,OOA Lorins Bagoong Isda 15mL,3.750000,Puregold,Out of assortment
04410090000013,OOA Marca Pina Sukang Puti Pouch 220mL,4.464300,Puregold,Out of assortment
04410090000016,OOA Ajinomoto Crispy Fry 62g,12.455400,Puregold,Out of assortment
04410090000017,OOA Ajinomoto Ginisa Mix 40g,8.930000,Puregold,Out of assortment
04410090000018,OOA Ajinomoto Umami Seasoning 24g.,3.850000,Puregold,Out of assortment
04410090000019,OOA Barrio Fiesta Bagoong Regular 50g,17.633900,Puregold,Out of assortment
04410090000020,OOA Barrio Fiesta Spicy 50g,17.633900,Puregold,Out of assortment
04410090000021,OOA Datu Puti Oyster Sauce 175g,24.196400,Puregold,Out of assortment
04410090000022,OOA Datu Puti Pinoy Spice 375mL,46.875000,Puregold,Out of assortment
04410090000023,UFC Banana Catsup 320g,19.639955,NUTRI-ASIA, INC.,In assortment
04410090000024,UFC Hot Sauce 100g,15.789997,NUTRI-ASIA, INC.,In assortment
04420030000444,OOA Tropical Palm Oil (Pouch) 1L,74.780000,Puregold,Out of assortment
04420030000445,OOA Tropical Palm Oil (Bottle) 1L,82.810000,Puregold,Out of assortment
04420030001034,OOA Suree Sesame Oil 150mL,93.750000,Puregold,Out of assortment
04420030003332,UFC Golden Fiesta Cooking Oil 485mL,44.220000,NUTRI-ASIA, INC.,In assortment
04420060001000,OOA Baguio Pure Vegetable Oil 456g,65.180000,Puregold,Out of assortment
04420060001101,IND Golden Fiesta Cooking Oil 485mL,45.089300,Puregold,Out of assortment
04420060001130,OOA Jolly Canola Oil 500mL,57.812500,Puregold,Out of assortment
04420060001216,OOA Minola Lauric Oil 500mL,65.400000,Puregold,Out of assortment
04420090000014,OOA Mitra Oil Pouch 250mL,22.410700,Puregold,Out of assortment
04420090000015,OOA Mitra Oil Pet Bottle 485mL,39.553600,Puregold,Out of assortment
04420090000025,OOA Baguio Pure Vegetable Oil 175mL,25.000000,Puregold,Out of assortment
04420090000026,OOA Baguio Orchids Vegetable Oil 300mL,44.200000,Puregold,Out of assortment
04420090000027,OOA Golden Fiesta Cooking Oil 250mL,25.892900,Puregold,Out of assortment
04420090000028,OOA Jolly Claro Palm Oil 500mL,40.630000,Puregold,Out of assortment
04420090000029,OOA Jolly Claro Palm Oil Pet 250mL,25.220000,Puregold,Out of assortment
04430030000254,IND LM! Supreme Reg. Chowmien Seafood 50g,15.214300,MONDE NISSIN CORPORATION (GROCERY),Indepletion
04430030000596,OOA LM! Chowmien Seafood 67g,22.098300,Puregold,Out of assortment
04430030000642,Nissin Souper Meal Bfbrsket 90g,24.660000,UNIVERSAL ROBINA CORPORATION,In assortment
04430030000643,OOA Nissin Souper Meal Grlc Prk/T 90g,25.890000,UNIVERSAL ROBINA CORPORATION,Out of assortment
04430030000644,Nissin Souper Meal Hot&Spicy 85g,24.660000,UNIVERSAL ROBINA CORPORATION,In assortment
04430030000645,Nissin Souper Meal Sfood 85g KVI,24.660000,UNIVERSAL ROBINA CORPORATION,In assortment
04430030000659,OOA Nissin Cup Seafood 75g,107.590000,MADISON SQUARE MARKETING,Out of assortment
04430030000698,OOA Nissin Cup Seafood 38g,63.840000,MADISON SQUARE MARKETING,Out of assortment
04430030000699,OOA Nissin Cup Curry 85g,107.590000,MADISON SQUARE MARKETING,Out of assortment
04430030000701,Ottogi Yeul Ramen Hot 62g,28.571400,Nextrade Philippines, Inc.,Indepletion
04430030000787,LM! Pancit Canton Original 80g,10.069999,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430030000788,LM! Pancit Canton Sweet & Spicy 80g,10.070000,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430030000789,LM! Pancit Canton Chilli Mansi 80g,10.070000,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430030000790,LM! Pancit Canton Extra Hot Chili 80g,10.070000,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430030000791,LM! Pancit Canton Kalamansi 80g,10.070000,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430030001044,OOA Nissin Cup Beef 2.5oz,31.250000,Puregold,Out of assortment
04430030001046,OOA Nissin Cup W/Shirmp 2.5oz,31.250000,Puregold,Out of assortment
04430030001048,OOA Nissin Cup Chicken 2.5oz,31.250000,Puregold,Out of assortment
04430030001060,**Nissin CrmySeafoods 40g,14.200000,UNIVERSAL ROBINA CORPORATION,In assortment
04430030001287,Nissin Yakisoba Spicy Chicken 59g,7.653000,UNIVERSAL ROBINA CORPORATION,In assortment
04430030001523,NS Ramyun Pouch-Shrimp 120g,38.178993,Nextrade Philippines, Inc.,In assortment
04430030001524,NS Shin Ramyun Cup 68g,47.770396,Nextrade Philippines, Inc.,In assortment
04430030001525,NS Clay Pot 117g,49.317789,Nextrade Philippines, Inc.,In assortment
04430030001526,NS Clay Pot 70g,40.946444,Nextrade Philippines, Inc.,In assortment
04430030001527,NS Kimchi 117g,52.395246,Nextrade Philippines, Inc.,In assortment
04430030001528,NS Kimchi Cup 70g,41.420498,Nextrade Philippines, Inc.,In assortment
04430030001529,NS SpicyMushroom114g KVI,57.589000,Nextrade Philippines, Inc.,In assortment
04430030001530,NS Shin Ramyun Black 101g KVI,93.140030,Nextrade Philippines, Inc.,In assortment
04430030001636,OOA Good Life Egg Noodles 200g,23.660700,Puregold,Out of assortment
04430030001637,OOA Super Q Golden Bihon 55g,14.780000,Puregold,Out of assortment
04430030001705,OOA Ideal Gourmet Penne Rigate 500g,46.430000,Puregold,Out of assortment
04430030001714,OOA Del Monte Elbow Macaroni Pasta Italiana,44.640000,Puregold,Out of assortment
04430030002606,OOA LM! Supreme  Spicy LaPaz Bachoy 70g,22.991100,Puregold,Out of assortment
04430030002658,OOA LM! Spareribs Beef Flavor 50g,6.700000,Puregold,Out of assortment
04430030002721,IND Mamee Chef Cup Curry Laksa 72g,31.250000,LINKAGE FOODS VENTURE CORPORATION,Indepletion
04430030002722,IND Mamee Chef Cup Tom Yum 72g,31.250000,LINKAGE FOODS VENTURE CORPORATION,Indepletion
04430030002723,IND Mamee Chef Cup Shitake Chicken 62g,31.250000,LINKAGE FOODS VENTURE CORPORATION,Indepletion
04430030003005,Ottogi Yeol Ramyun 105g,52.247761,Nextrade Philippines, Inc.,In assortment
04430030003006,Ottogi Yeol Ramyun 62g,44.115474,Nextrade Philippines, Inc.,In assortment
04430030003007,NS Beef Bulgogi Pouch 103g,40.362688,Nextrade Philippines, Inc.,In assortment
04430030003008,OOA Mr. Bibim Stir Fried Noodle Pouch Spicy Chicken 118g,60.360000,Nextrade Philippines, Inc.,Out of assortment
04430030003009,OOA Mr. Bibim Stir Fried Noodle Pouch (E) Kimchi 118g,60.360000,Nextrade Philippines, Inc.,Out of assortment
04430030003010,IND Neoguri Stir Fry Noodle Spicy Seafood Pouch 137g,68.930000,Nextrade Philippines, Inc.,Indepletion
04430030003411,NS Shin Ramyun  Pouch 120g,44.155070,Nextrade Philippines, Inc.,In assortment
04430030003412,NS Udon Cup Noodle 62g,50.000000,Nextrade Philippines, Inc.,In assortment
04430030003588,Nissin Hot Creamy Seafood 48g,14.200084,UNIVERSAL ROBINA CORPORATION,In assortment
04430030003589,LM PCKalamansiCup 70g,17.812500,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430030003590,LM PCHotChiliCup 70g,17.812500,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430030004275,OOA LM! Go Cup Lomi 40g,17.388000,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430030004618,IND Mamee Chef Cup Lontong 84g,31.250000,LINKAGE FOODS VENTURE CORPORATION,Indepletion
04430030004713,OOA PR Nissin Cup Batchoy 60g,16.098000,UNIVERSAL ROBINA CORPORATION,Out of assortment
04430030004714,OOA PR Nissin Cup Beef 60g,16.098000,UNIVERSAL ROBINA CORPORATION,Out of assortment
04430030004715,OOA PR Nissin Cup Bulalo 60g,16.098000,UNIVERSAL ROBINA CORPORATION,Out of assortment
04430030004716,OOA PR Nissin Cup Chicken 60g,16.098000,UNIVERSAL ROBINA CORPORATION,Out of assortment
04430030004717,OOA PR Nissin Cup Seafood 60g,16.098000,UNIVERSAL ROBINA CORPORATION,Out of assortment
04430030004718,OOA PR Nissin Cup Spicy Seafoods 60g,16.098000,UNIVERSAL ROBINA CORPORATION,Out of assortment
04430030005247,Nissin Cup Cheesy Seafood 50g,15.732100,UNIVERSAL ROBINA CORPORATION,In assortment
04430030005248,Nissin HotCup ChsySeafood 50g,15.732100,UNIVERSAL ROBINA CORPORATION,In assortment
04430030005277,OOA PR  NS Shin Ramyun  Pouch 120g,44.196400,Nextrade Philippines, Inc.,Out of assortment
04430060001026,OOA DM Spaghetti Pasta 400g,40.180000,Puregold,Out of assortment
04430060001114,OOA Good Life Vermicelli 8oz,25.446400,Puregold,Out of assortment
04430060001115,OOA Good Life Vermicelli 250g,38.839300,Puregold,Out of assortment
04430060001116,OOA Good Luck Premium Misua Sticks100g,11.875000,Puregold,Out of assortment
04430060001119,OOA Ho-mi Beef Brisket 55g,6.026800,Puregold,Out of assortment
04430060001123,OOA Imee Oriental Beef 65g,40.625000,Puregold,Out of assortment
04430060001124,OOA Imee Tom Yum Shrimp 65g,40.625000,Puregold,Out of assortment
04430060001125,OOA Indomie BBQ Chicken 85g,12.946400,Puregold,Out of assortment
04430060001126,OOA Indomie Satay 85g,12.946400,Puregold,Out of assortment
04430060001127,OOA Indomie Spicy Beef 85g,12.946400,Puregold,Out of assortment
04430060001128,OOA Indomie Fried Noodles 85g,11.160000,Puregold,Out of assortment
04430060001162,LM InstntChickennaChicken 55g,6.785700,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430060001163,OOA LM! Instant Lomi 65g,12.732100,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
04430060001165,OOA LM! Pancit Canton Chilimansi 60g,7.767900,Puregold,Out of assortment
04430060001166,OOA LM! Pancit Canton Extra Hot Chil 60g,7.767900,Puregold,Out of assortment
04430060001167,OOA LM! Pancit Canton Regular 60g,7.767900,Puregold,Out of assortment
04430060001168,OOA LM! Pancit Canton Sweet & Spicy 60g,7.767900,Puregold,Out of assortment
04430060001169,OOA LM! Pancit Canton w/ Kalamansi 60g,7.767900,Puregold,Out of assortment
04430060001170,OOA LM! Pancit Pares Beef Asado 55g,7.794600,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
04430060001171,LM! Supreme Mini Beef 40g,14.954826,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430060001172,LM! Supreme Mini Bulalo 40g,14.955097,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430060001173,LM! Supreme Jjamppong 70g,29.539600,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430060001174,LM! Supreme Mini Lapaz Batchoy 40g,14.955000,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430060001175,LM! Supreme Mini Sotanghon Chix Soup 30g,19.455400,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430060001176,LM! Supreme Seafood 40g,14.952680,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430060001177,LM! Supreme Seafoods 70g,24.061533,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430060001178,LM! Supreme Bulalo 70g,24.063000,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430060001179,LM! Supreme LaPaz Bachoy 70g,24.063000,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430060001180,OOA LM! Supreme Pinoy Chicken 70g,23.298658,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
04430060001181,OOA LM! Supreme Beef 70g,23.348144,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
04430060001183,OOA LM! Curly Spaghetti 90g,14.437500,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
04430060001184,OOA LM! Itnok Chicken 55g,6.535700,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
04430060001186,OOA LM! Pares Inasal Spicy Chicken 55g,7.794600,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
04430060001187,OOALM! Pork Ribs Flavor 55g,6.535700,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
04430060001188,LM! Spicy Hot Beef 55g,7.142994,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430060001189,LM! Supreme Mini Jjamppong 40g,18.750000,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430060001190,OOA LM! Supreme Pinoy Chicken 40g,14.240000,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
04430060001191,OOA LM! Special Baked Mac 60g,15.294600,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
04430060001192,OOA LM! Special Mac & Cheez 60g,15.294600,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
04430060001193,OOA LM! Special Sopas Pouch 50g,12.732100,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
04430060001194,OOA LM! Special Pancit Palabok 60g,14.437500,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
04430060001221,Nissin Cup Bulalo 60g,21.634954,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001233,**Nissin CupBatchoy 40g,14.200079,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001234,**Nissin CupBeef 40g,14.200000,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001235,**Nissin CupSpicySeafood 40g,14.200000,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001236,Nissin Cup Batchoy 60g,21.595181,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001238,**Nissin CupChicken 40g,14.200000,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001239,Nissin Cup Chicken 60g,21.637252,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001240,**Nissin CupSeafood 40g,14.200000,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001241,Nissin Cup Beef 60g,21.640912,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001242,Nissin Cup Seafood 60g KVI,21.641679,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001243,Nissin Cup SpicySeafoods 60g KVI,21.641356,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001244,Nissin Ramen Seafood 55g,9.354002,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001245,Nissin Yakisoba Beef 59g,7.652997,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001246,Nissin Yakisoba Spicy Chicken 77g,21.641000,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001247,**Nissin CupBulalo 40g,14.199981,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001248,Nissin Ramen Chicken Classic 55g,7.230066,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001249,Nissin Ramen Prm. Beef 55g,7.230000,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001250,Nissin Yakisoba Beef 52g,14.199022,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001251,Nissin Yakisoba Beef 77g,21.640986,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001252,Nissin Yakisoba Spicy Chicken 52g,14.200622,UNIVERSAL ROBINA CORPORATION,In assortment
04430060001253,OOA Nongshim Shin Ramyun 120g,36.530000,Puregold,Out of assortment
04430060001254,OOA Nongshim Shin Spicy Shrimp 67g,45.400000,Puregold,Out of assortment
04430060001263,OOA PancitNiMangJuan PinoyBBQ 60g,7.260600,Puregold,Out of assortment
04430060001264,IND Payless Beef 55g,5.630000,UNIVERSAL ROBINA CORPORATION,Indepletion
04430060001265,OOA Payless Pancit CntnXtra BigChilimnsi130g,12.500000,Puregold,Out of assortment
04430060001266,OOA Payless Pancit CntnXtra BigCalamnsi 130g,12.320000,Puregold,Out of assortment
04430060001313,OOA Royal Elbow Macaroni 400g,46.520000,Puregold,Out of assortment
04430060002564,LM MamiBeef 55g,6.785997,MONDE NISSIN CORPORATION (GROCERY),In assortment
04430090000003,Nissin Ramen Spicy Seafood 59g,9.354000,UNIVERSAL ROBINA CORPORATION,In assortment
04430090000004,OOA Ho-mi Chicken & Garlic 55g,6.026800,Puregold,Out of assortment
04430090000005,OOA Ho-mi Chili Garlic Beef 55g,6.160000,Puregold,Out of assortment
04430090000006,OOA Ho-mi Econobowl Beefy Beef 40g,12.500000,Puregold,Out of assortment
04430090000007,OOA Ho-mi Econobowl Hot Beef 40g,12.500000,Puregold,Out of assortment
04430090000008,OOA Good Life Bihon 200g,14.982100,Puregold,Out of assortment
04430090000009,OOA Good Life Vermecelli 3.2oz,11.383900,Puregold,Out of assortment
04430090000010,OOA Royal Spaghetti 450g,46.430000,Puregold,Out of assortment
04430090000011,OOA WK All Purpose Flour 500g,44.600000,Puregold,Out of assortment
04430090000012,OOA WK Champorado 113g,26.790000,Puregold,Out of assortment
04430090000013,OOA WK Solo Sopas Pack 113g,27.230000,Puregold,Out of assortment
04430090000014,OOA LM! Sup Reg Chow Mien Spicy Beef,22.098200,Puregold,Out of assortment
04430090000015,OOA Nongshim Shin Cup 75g,38.709300,Puregold,Out of assortment
04430090000016,OOA Soon Veggie Cup 67g,42.190000,Puregold,Out of assortment
04430090000017,IND Udon Small Cup 62g,45.400000,Puregold,Out of assortment
04430090000031,Nissin Cup Spicy Hot Beef 45g,14.200000,UNIVERSAL ROBINA CORPORATION,In assortment
04430090000032,Nissin Cup Sotanghon Chicken 30g,15.730000,UNIVERSAL ROBINA CORPORATION,In assortment
04430090000033,IND Payless Chicken 50g,5.630000,UNIVERSAL ROBINA CORPORATION,Indepletion
04430090000034,OOA Nissin Seafood 72/55g,6.249300,UNIVERSAL ROBINA CORPORATION,Out of assortment
04430090000035,OOA Payless Pancit Shanghai Oriental Style 5,7.140000,Puregold,Out of assortment
04430090000036,OOA Payless Pancit Shanghai Patatim 55g,7.140000,Puregold,Out of assortment
04430090000247,OOA Ho-mi Econobowl Special Chicken 40g,12.500000,Puregold,Out of assortment
04430090000248,OOA Ho-mi Pancit Canton Chili Flavor 60g,7.410000,Puregold,Out of assortment
04430090000249,OOA Ho-mi Pancit Canton Toyomansi 60g,7.303600,Puregold,Out of assortment
04430090000250,Ottogi Jin Ramen Hot 65g,46.428326,Nextrade Philippines, Inc.,In assortment
04430090000251,Ottogi Jin Ramen Mild 65g,46.428474,Nextrade Philippines, Inc.,In assortment
04430090000252,OOA LM! Sup Mini Chow Mien Spicy Beef 50g,15.214300,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
04440060001131,OOA Knorr Beef Broth Cubes 60g,24.910700,Puregold,Out of assortment
04440060001132,OOA Knorr Beef Noodle Soup 60g,28.750000,Puregold,Out of assortment
04440060001133,OOA Knorr Chicken Broth Cubes 60g,24.910700,Puregold,Out of assortment
04440060001138,OOA Knorr Sinigang Original 40g,18.527000,Unilever Philippines Inc.,Out of assortment
04440060001139,OOA Knorr Sinigang w/ Gabi 44g,19.730000,Puregold,Out of assortment
04440060001164,OOA LM! NamNam 8g,2.340000,Puregold,Out of assortment
04440060002566,OOA Knorr Pork Broth Cubes 60g,24.510000,Puregold,Out of assortment
04440060003571,OOA Knorr Cream of Mushroom 70g,33.929948,Unilever Philippines Inc.,Out of assortment
04440090000003,OOA Knorr Dry Soup Nido Oriental 40g,32.810000,Puregold,Out of assortment
04440090000004,OOA Quaker Caldo Beef & Carrot 28g,10.710000,Puregold,Out of assortment
04440090000005,OOA Quaker Caldo Chicken & Mushrm 28g,10.710000,Puregold,Out of assortment
04440090000009,OOA Maya Champorado 113.5g,27.190000,Puregold,Out of assortment
04440090000010,OOA Knorr Dry Soup Crab & Corn 40g,31.160000,Unilever Philippines Inc.,Out of assortment
04450030000447,OOA Spam Bacon 340g,117.410000,Puregold,Out of assortment
04450030000448,OOA Prem Regular Luncheon Meat 340g,116.960000,Puregold,Out of assortment
04450030000449,OOA Prem Lite Luncheon Meat 340g,116.960000,Puregold,Out of assortment
04450030000450,OOA Prem Corned Beef 340g,128.570000,Puregold,Out of assortment
04450030000451,OOA Hereford Corned Beef 340g,130.360000,Puregold,Out of assortment
04450030000452,OOA Hormel Corned Beef 340g,129.460000,Puregold,Out of assortment
04450030000474,OOA Spam Less Sodium 340g,117.410700,Puregold,Out of assortment
04450030001022,OOA Hosen Whole Kernel Corn 14oz,27.680000,Puregold,Out of assortment
04450030001032,OOA Hosen Whole Mushroom 198g,30.130000,Puregold,Out of assortment
04450030001033,OOA Hosen Mushroom Sliced 198g,25.670000,Puregold,Out of assortment
04450030001592,OOA Century Tuna Chunks in Veg Oil 184g,45.980000,Puregold,Out of assortment
04450030001593,OOA Century Tuna Chunks in Water 184g,45.980000,Puregold,Out of assortment
04450030001594,OOA Century Tuna Flakes in Brine 180g,31.160000,Puregold,Out of assortment
04450030001595,IND Century Tuna Lite Flakes in Veg Oil,36.880000,Puregold,Out of assortment
04450030001596,OOA Century Tuna Lite H & S 180g,36.880000,Puregold,Out of assortment
04450030001597,OOA Century Tuna Solid in Veg Oil 184g,47.320000,Puregold,Out of assortment
04450030001711,OOA Del Monte Tidbits Pineapple 200g,19.780000,Puregold,Out of assortment
04450030002609,INDGoldSeas YellowFinOliveOil 90g,30.982100,MARYLAND DISTRIBUTORS, INC.,In assortment
04450030002610,INDGoldSeas YellowFinChili 90g,30.982100,MARYLAND DISTRIBUTORS, INC.,In assortment
04450030002612,INDGoldSeas TunaLemonNPepper 90g,30.982100,MARYLAND DISTRIBUTORS, INC.,In assortment
04450030002614,GoldSeas Yellowfin in Olive Oil 185g,53.125000,MARYLAND DISTRIBUTORS, INC.,In assortment
04450030002615,GoldSeas Yellowfin in Chili 185g,53.125000,MARYLAND DISTRIBUTORS, INC.,In assortment
04450030002616,GoldSeas Tuna in Lemon n Pepper 185g,53.125000,MARYLAND DISTRIBUTORS, INC.,In assortment
04450030003056,Century Tuna Flake in Oil 155g EOE,27.813046,Century Pacific Food Inc.,In assortment
04450030003057,Century Tuna Flakes Hot & Spicy 155g EOE,27.813000,Century Pacific Food Inc.,In assortment
04450030003058,Century Tuna Flake in Oil - Lite 155g,33.589992,Century Pacific Food Inc.,In assortment
04450030003059,Century Tuna Gourmet BangusSweet Style 184g,48.284099,Century Pacific Food Inc.,In assortment
04450030003060,IND 555 Tuna Rice Afritada 200g,21.544058,Century Pacific Food Inc.,Indepletion
04450030003061,OOA 555 Tuna Rice Sisig 200g,22.107000,Century Pacific Food Inc.,Out of assortment
04450030003062,IND555 Tuna FlakesInOil 155g,22.098000,Century Pacific Food Inc.,In assortment
04450030003063,555 Fried Srdines H&Spicy 155g KVI,23.854928,Century Pacific Food Inc.,In assortment
04450030003064,555 Fried Sardines Spanish Style 155g,22.130000,Century Pacific Food Inc.,In assortment
04450030003065,Argentina Corned Beef 175g EOC,32.437662,Century Pacific Food Inc.,In assortment
04450030003066,OOA Argentina Bacon Norte 100g EOC,17.536000,Century Pacific Food Inc.,Out of assortment
04450030003067,INDSwift CornedBeefPremEOC 150g,54.500694,Century Pacific Food Inc.,In assortment
04450030003068,Swift Corned Beef Premium 210g EOC,70.580000,Century Pacific Food Inc.,Indepletion
04450030004027,INDPF StarCrndBeefChnkyChse 150G,27.188000,THE PUREFOODS-HORMEL COMPANY, INC.,In assortment
04450030005229,PF Corned Beef H&S 150g,55.268000,THE PUREFOODS-HORMEL COMPANY, INC.,In assortment
04450030005230,PF Corned Beef w/ Chunks 210g,77.411000,THE PUREFOODS-HORMEL COMPANY, INC.,In assortment
04450030005398,PF Spam Less Sodium 198g,119.758900,THE PUREFOODS-HORMEL COMPANY, INC.,In assortment
04450030005414,GoldSeas Yllwfn TunaPrem Flks Oil 170g,47.232100,MARYLAND DISTRIBUTORS, INC.,In assortment
04450030005415,GoldSeas Yllwfn TunaPrem Flks Oil&Spice 170g,47.232100,MARYLAND DISTRIBUTORS, INC.,In assortment
04450030005416,GoldSeas Yllwfn Tuna Prem Flks Salpicao 170g,50.089300,MARYLAND DISTRIBUTORS, INC.,In assortment
04450060000985,555 Sardines Tomato Sauce 155g,14.577104,Century Pacific Food Inc.,In assortment
04450060000986,555 Sardines TS w/Chili 155g,15.104323,Century Pacific Food Inc.,In assortment
04450060000998,OOA Argentina Corned Beef 260g,43.750000,Puregold,Out of assortment
04450060001009,CDO Kaong Sugar Palm Fruit White 340g,55.419253,FOODSPHERE, INC.,In assortment
04450060001010,CDO Karne Norte 150g,22.277000,FOODSPHERE, INC.,In assortment
04450060001012,INDCentury Corned Tuna EOC 85g,18.480000,Century Pacific Food Inc.,In assortment
04450060001013,Century Tuna FlakesinOil 180g KVI,31.963332,Century Pacific Food Inc.,In assortment
04450060001014,Century Tuna Hot & Spicy 180g,31.964001,Century Pacific Food Inc.,In assortment
04450060001015,INDCentury Chili Corned Tuna EOC 85g,18.480000,Century Pacific Food Inc.,In assortment
04450060001027,OOA DM Tidbits Pineapple Budget Pack 115g,11.430000,Puregold,Out of assortment
04450060001031,OOA DM Fiesta Fruit Cocktail 836g,62.010000,Puregold,Out of assortment
04450060001032,OOA DM Pineapple Chunks 227g,20.940000,Puregold,Out of assortment
04450060001037,OOA DM Fruit Pine Orange 115g,15.580000,Puregold,Out of assortment
04450060001038,OOA DM Fruit Tropical Mix 115g,15.580000,Puregold,Out of assortment
04450060001108,OOA Family's Sardines in Tomato Sauce 155g,12.500000,Puregold,Out of assortment
04450060001109,OOA Family's Sardines w/Chili 155g,12.630000,Puregold,Out of assortment
04450060001120,OOA Hunts Chili Beef & Beans 100g,12.370000,Puregold,Out of assortment
04450060001121,OOA Hunt's Pork & Beans 230g,23.210000,Puregold,Out of assortment
04450060001122,OOA Hunt's Pork BBQ & Beans100g,12.370000,Puregold,Out of assortment
04450060001156,OOA Libby's Chicken Vienna Sausage 130g,42.857100,Puregold,Out of assortment
04450060001157,Libby's Vienna Sausage130g,37.500055,FEDERATED DISTRIBUTORS,INC.,In assortment
04450060001158,OOA Ligo California Squid 155g,22.500000,Puregold,Out of assortment
04450060001159,OOA Ligo Sardines Tomato Sauce 155g,12.410000,Puregold,Out of assortment
04450060001160,OOA Ligo Sardines TS w/Chili 155g,12.410000,Puregold,Out of assortment
04450060001200,IND Maling Pork Luncheon Meat 397g,86.161000,FEDERATED DISTRIBUTORS,INC.,Indepletion
04450060001207,OOA Master Sardines in TS w/Chili 155g,13.210000,Puregold,Out of assortment
04450060001208,OOA Master Sardines in Tomato Sauce 155g,13.210000,Puregold,Out of assortment
04450060001209,OOA Master Sardines in TS w/Chili155g,12.860000,Puregold,Out of assortment
04450060001212,OOA Mega Creation Spanish Style 155g,22.544600,Puregold,Out of assortment
04450060001213,OOA Mega Creation in Natural Oil 155g,14.419600,Puregold,Out of assortment
04450060001214,OOA Mega Sardines in Tomato Sauce 155g,12.950000,Puregold,Out of assortment
04450060001215,OOA Mega Sardines in TS w/Chili 155g,13.169600,Puregold,Out of assortment
04450060001255,OOA Oh my Ulam Mechado 155g,24.107100,Puregold,Out of assortment
04450060001261,Palm Corned Beef 326g,176.687977,FEDERATED DISTRIBUTORS,INC.,In assortment
04450060001262,OOA Palm Onion Corned Beef 326g,176.610000,Puregold,Out of assortment
04450060001267,OOA PF Sizzling Delights Chicken Sisig 150g,34.820000,Puregold,Out of assortment
04450060001268,OOA PF Chinese Luncheon Meat 350g,62.500000,Puregold,Out of assortment
04450060001269,OOA PF Corned Beef 150g,52.680000,Puregold,Out of assortment
04450060001270,PF Corned Beef 210g,75.669895,THE PUREFOODS-HORMEL COMPANY, INC.,In assortment
04450060001271,OOA PF Star Corned Beef 150g,24.107100,Puregold,Out of assortment
04450060001272,IND PF Vienna Sausage Chicken 230g,40.180000,Puregold,Out of assortment
04450060001316,OOA Saba Pink Salmon in Nat Oil 200g,39.150000,Puregold,Out of assortment
