itemCode,itemDescription,averageCost,supplier,assortmentType
01110030000654,Asian Sandwich New,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110030000744,Chori Burger Meal w/ Hotdog,46.614800,LAWSON,In assortment
01110030000745,Chicken Tocino Meal w/ Hotdog,51.248700,LAWSON,In assortment
01110030000754,Cannelloni Pasta,37.026800,Beatrice Kitchen Inc.,In assortment
01110030000755,3- Cheese Alfredo Pasta,35.169600,Beatrice Kitchen Inc.,Out of assortment
01110030000756,Creamy Pesto Pasta,33.785700,Beatrice Kitchen Inc.,Out of assortment
01110030000774,Matcha Green Tea,27.392900,Beatrice Kitchen Inc.,Out of assortment
01110030000775,Coffee Butterscotch,27.392900,Beatrice Kitchen Inc.,Out of assortment
01110030000802,Tuna Wrap,62.500000,Gourmet's Farms, Inc,In assortment
01110030001191,MD Classic Bavarian,13.348200,Deliscents, Inc,In assortment
01110030001192,MD Choco Bavarian,13.348200,Deliscents, Inc,In assortment
01110030001193,MD Strawberry Filled Bavarian,13.348200,Deliscents, Inc,In assortment
01110030001194,MD Classic Bavarian+Choco Fudge Doubles,-1.000000,Deliscents, Inc,Out of assortment
01110030001195,XX-MD Choco Butternut,13.350000,Deliscents, Inc,In assortment
01110030001196,XX-MD Dutch Choco Crunch,12.767900,Deliscents, Inc,In assortment
01110030001197,XX-MD Choco Peanut,12.767900,Deliscents, Inc,In assortment
01110030001198,MD Premium Twist Coockies & Cream,14.508900,Deliscents, Inc,Out of assortment
01110030001200,MD Premium Twist Rocky Road,14.508900,Deliscents, Inc,Out of assortment
01110030001201,MD White Choco Graham,20.089300,Deliscents, Inc,In assortment
01110030001202,MD Choco Caramel Peanut,17.410700,Deliscents, Inc,Out of assortment
01110030001203,MD Smidgets Bavarian,4.062500,Deliscents, Inc,Out of assortment
01110030001204,MD Smidgets Choco Butternut,5.357100,Deliscents, Inc,In assortment
01110030001205,MD Salted Choco Caramel,17.410700,Deliscents, Inc,Out of assortment
01110030001231,Spam & Cheese Sandwich,41.187500,Beatrice Kitchen Inc.,In assortment
01110030001232,Spam Turkey Sandwich,39.732100,Beatrice Kitchen Inc.,In assortment
01110030001233,Spam Teriyaki Sandwich,37.946400,Beatrice Kitchen Inc.,In assortment
01110030001234,Coffee Jelly,25.000000,EST Dimsum Inc.,In assortment
01110030001235,Tokyo-Style Caramel Cake,25.892900,EST Dimsum Inc.,Out of assortment
01110030001345,X-Cheesed Dog with Discount,25.267800,Breadtalk Philippines. Inc.,Out of assortment
01110030001348,X-Sweet Apple with Discount,25.267800,Breadtalk Philippines. Inc.,Out of assortment
01110030001357,X-Cheesed Dog with Discount,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110030001358,X-Sweet Apple with Discount,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110030001359,XX-Ham & Veggie Baked Sandwich with Discount,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110030001360,X-Peppered Ham and Cheese with Discount,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110030001361,XX-Baked Bacon & Corn Sandwich with Discount,29.464300,Breadtalk Philippines. Inc.,Out of assortment
01110030001362,XX-Cocktail Bun with Discount,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110030001363,XX-Mini Cheese Ball with Discount,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110030001364,X-Pizza Boat with Discount,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110030001391,BT Ham & Pineapple Pandesal,20.535700,Breadtalk Philippines. Inc.,In assortment
01110030001392,BT Ham & Egg Pandesal,20.535700,Breadtalk Philippines. Inc.,In assortment
01110030001393,BT Cheese & Egg Pandesal,20.535699,Breadtalk Philippines. Inc.,In assortment
01110030001394,X-Cheesy Ensaymada,22.321400,Breadtalk Philippines. Inc.,In assortment
01110030001482,MD Cake Red Velvet,10.714300,Deliscents, Inc,Out of assortment
01110030001483,MD Cake Creamy Coffee,10.714300,Deliscents, Inc,Out of assortment
01110030001484,MD Cake Buko Pandan,10.714300,Deliscents, Inc,Out of assortment
01110030001485,MD Cake Ube Langka,10.714300,Deliscents, Inc,Out of assortment
01110030001486,MD Cake Ube,10.714300,Deliscents, Inc,Out of assortment
01110030001487,Fiesta Ham Pineapple Glaze,42.857100,Beatrice Kitchen Inc.,In assortment
01110030001488,Fiesta Ham Sundried  Tomato Pesto & Cheese,42.857100,Beatrice Kitchen Inc.,In assortment
01110030001490,Choco Banana Mousse,20.267900,Beatrice Kitchen Inc.,In assortment
01110030001491,Peach Graham,20.267900,Beatrice Kitchen Inc.,In assortment
01110030001500,Triangle Fiesta Ham Pineapple Glaze,30.133900,Beatrice Kitchen Inc.,In assortment
01110030001501,Triangle Fiesta Ham with Cheese,30.133900,Beatrice Kitchen Inc.,In assortment
01110030001508,MD Brownie Classic Fudge,13.392800,Deliscents, Inc,In assortment
01110030001509,XX-MD Brownie Choco Mallows,6.696400,Deliscents, Inc,In assortment
01110030001510,MD Brownie White Choco Drizzle,10.044600,Deliscents, Inc,In assortment
01110030001545,Cheeseburger Deluxe,25.330297,QBites Inc.,In assortment
01110030001546,Braised Beef w/ Unlimited Rice,36.206536,LAWSON,In assortment
01110030001547,Korean Pork Strips w/ Unlimited Rice,32.860500,LAWSON,In assortment
01110030001548,Spanish Kaldereta w/ Unlimited Rice,40.047800,LAWSON,In assortment
01110030001749,MD Strawberry Fruit,16.741000,Deliscents, Inc,Out of assortment
01110030001750,MD Strawberry Twist,16.741000,Deliscents, Inc,Out of assortment
01110030001854,MD Bavarian Creamy Coffee,13.348200,Deliscents, Inc,Out of assortment
01110030001855,MD Bavarian Brewed Coffee,13.348200,Deliscents, Inc,Out of assortment
01110030001856,MD Swirl Classic,12.767900,Deliscents, Inc,Out of assortment
01110030001888,MD Creamy Ube Sprinkles,16.250000,Deliscents, Inc,Out of assortment
01110030001889,MD Ube-Keso Twist,15.089300,Deliscents, Inc,Out of assortment
01110030001890,MD Ube Smidgets,4.017900,Deliscents, Inc,In assortment
01110030001892,MD Ube Cream Bavarian,10.714300,Deliscents, Inc,undefined**
01110030001910,Ham & Egg Sandwich (INACTIVE),22.241100,QBites Inc.,In assortment
01110030001911,Ham & Cheese Sandwich (INACTIVE),21.982100,QBites Inc.,In assortment
01110030001912,Tuna Sandwich (INACTIVE),22.857100,QBites Inc.,In assortment
01110030001913,Chicken Teriyaki Sandwich Q,25.232100,QBites Inc.,In assortment
01110030001914,Spaghetti,22.383900,QBites Inc.,Out of assortment
01110030001915,Carbonara,26.062500,QBites Inc.,In assortment
01110030001916,Creamy Pesto Pasta (Q),25.723200,QBites Inc.,In assortment
01110030001921,RT Picadillo Meal,19.903643,LAWSON,In assortment
01110030001922,RT Mechado Meal,19.903643,LAWSON,In assortment
01110030001923,RT Chili Con Carne Meal,19.903643,LAWSON,In assortment
01110030001924,RT Chicken Asado Meal,20.340700,LAWSON,In assortment
01110030002121,Creamy Tuna Pasta,33.928500,Beatrice Kitchen Inc.,Out of assortment
01110030002166,Chicken Cheese Burger,31.571400,QBites Inc.,In assortment
01110030002197,Pork Mechado P59,32.082600,LAWSON,Out of assortment
01110030002198,Chicken Asado P59,32.060400,LAWSON,Out of assortment
01110030002199,Beef Picadillo P59,28.275000,LAWSON,Out of assortment
01110030002200,Chili Con Carne P59,28.052700,LAWSON,Out of assortment
01110030002201,Chicken Adobo P59,33.044400,LAWSON,Out of assortment
01110030002202,Fiesta Menudo P59,33.044400,LAWSON,Out of assortment
01110030002203,Salisbury Steak P59,32.558200,LAWSON,Out of assortment
01110030002204,Pork Steak P69,33.360700,LAWSON,Out of assortment
01110030002205,Chicken Afritada P69,33.630700,LAWSON,Out of assortment
01110030002211,MD Creamy Glazed Chocolate,12.767800,Deliscents, Inc,Out of assortment
01110030002212,MD Creamy Glazed Vanilla,12.767800,Deliscents, Inc,Out of assortment
01110030002213,MD Creamy Glazed Mocha,12.767800,Deliscents, Inc,Out of assortment
01110030002223,Pork Giniling P59,30.261700,LAWSON,Out of assortment
01110030002237,Monde Cookies & Cream,23.213864,QBites Inc.,In assortment
01110030002238,Monde Chocolate Mousse,23.214200,QBites Inc.,In assortment
01110030002239,Monde Dulce de Leche,22.321400,QBites Inc.,Out of assortment
01110030002277,Chicken Asado  Disposal 1 svg,25.682600,LAWSON,In assortment
01110030002278,Beef Picadillo Disposal 1 svg,21.897200,LAWSON,In assortment
01110030002279,Chili Con Carne Disposal 1 svg,21.674900,LAWSON,In assortment
01110030002280,Chicken Adobo Disposal 1 svg,26.666600,LAWSON,In assortment
01110030002281,Fiesta Menudo Disposal 1 svg,26.666600,LAWSON,In assortment
01110030002282,Salisbury Steak Disposal 1 svg,26.666600,LAWSON,In assortment
01110030002283,Pork Steak Disposal 1 svg,26.666600,LAWSON,In assortment
01110030002284,Chicken Afritada Disposal 1 svg,26.666600,LAWSON,In assortment
01110030002285,Pork Sisig Disposal 1 svg,29.017800,LAWSON,In assortment
01110030002286,Chicken Sisig Disposal 1 svg,29.017800,LAWSON,In assortment
01110030002287,Pork Giniling Disposal 1 svg NL,23.883900,LAWSON,In assortment
01110030002314,RT Pork Giniling Meal,17.416437,LAWSON,In assortment
01110030002315,RT Pork Sisig Meal,19.685104,LAWSON,In assortment
01110030002317,RT Chicken Sisig Meal,18.986750,LAWSON,In assortment
01110030002391,Egg Mayo Sandwich,32.500000,QBites Inc.,In assortment
01110030002392,Ham & Egg Mayo Sandwich,32.500000,QBites Inc.,In assortment
01110030002507,MD Creamy Glazed Hersheys,-1.000000,Deliscents, Inc,Out of assortment
01110030002532,MD Swiss Choco Chips-Muffins,-1.000000,Deliscents, Inc,Out of assortment
01110030002534,Oriental Chicken Pasta ( Qbites),37.142800,QBites Inc.,In assortment
01110030002535,Spaghetti with Meatballs,37.142800,QBites Inc.,In assortment
01110030002537,Mushroom Gravy Meatballs w/ Unli Rice,37.066900,QBites Inc.,In assortment
01110030002540,MD Classic Fudge, 6s,-1.000000,Deliscents, Inc,In assortment
01110030002541,MD Choco   Mallows, 6s,-1.000000,Deliscents, Inc,In assortment
01110030002542,MD White Drizzle, 6s,60.267600,Deliscents, Inc,In assortment
01110030002543,MD Mallows & Drizzle, 6s,-1.000000,Deliscents, Inc,In assortment
01110030002550,LC Macaroni Salad 80g,23.214200,QBites Inc.,In assortment
01110030002552,LC Macaroni Salad 150g,37.142899,QBites Inc.,In assortment
01110030002562,Monde Strawberry Shortcake,22.321400,QBites Inc.,Out of assortment
01110030002595,Chicken Mushroom Soy P69,33.524100,LAWSON,Out of assortment
01110030002596,Korean Pork Stew P69,33.524100,LAWSON,Out of assortment
01110030002597,Beef Gyudon P69,33.524100,LAWSON,Out of assortment
01110030002598,Pork Paksiw P69,33.524100,LAWSON,Out of assortment
01110030002601,Meatballs with Mushroom Gravy P59,29.054600,LAWSON,Out of assortment
01110030002602,Meatballs with Sweet and Sour P59,29.054600,LAWSON,In assortment
01110030002608,Lechon Paksiw P59,36.511700,LAWSON,Out of assortment
01110030002624,Chicken Mushroom Soy Disposal 1 svg,26.560000,LAWSON,In assortment
01110030002625,Korean Pork Stew Disposal 1svg,26.560000,LAWSON,undefined**
01110030002626,Beef Gyudon Disposal 1svg,26.560000,LAWSON,In assortment
01110030002627,Pork Paksiw Disposal 1svg,26.560000,LAWSON,In assortment
01110030002628,Meatballs with Mushroom Gravy Disposal 1svg,22.676800,LAWSON,In assortment
01110030002629,Meatballs with Sweet and Sour Disposal 1svg,22.676800,LAWSON,In assortment
01110030002630,Lechon Paksiw Disposal 1svg,30.133900,LAWSON,In assortment
01110030002641,Pork Binagoongan P69,36.511700,LAWSON,Out of assortment
01110030002648,Pork Binagoongan Disposal 1 svg,30.133900,LAWSON,In assortment
01110030002736,MD Strawberry Creamy donut,12.767800,Deliscents, Inc,Out of assortment
01110030002737,MD Blue Berry Cream Donut,12.767800,Deliscents, Inc,Out of assortment
01110030002885,Tuna Pesto Sandwich (INACTIVE),29.464200,QBites Inc.,In assortment
01110030002886,Tuna Salpicao Lunchbox with Unli Rice,39.299100,LAWSON,In assortment
01110030002887,Thai Curry Sardines Lunchbox with Unli Rice,39.299100,LAWSON,In assortment
01110030002892,Glazed Fruit Cocktail with Apple,23.214200,QBites Inc.,In assortment
01110030002937,Chunky Chicken Penne Pasta,35.285700,QBites Inc.,In assortment
01110030002938,Shredded Beef Spaghetti,35.285700,QBites Inc.,In assortment
01110030002939,MD Choco-Nutty Choc Nut Donut,15.630000,Deliscents, Inc,Out of assortment
01110030002941,MD Classic Choco Flat Tops Donut,15.630000,Deliscents, Inc,In assortment
01110030003023,Monde Banana Cream Pie,23.214190,QBites Inc.,In assortment
01110030003024,Monde Mango Float,23.214200,QBites Inc.,In assortment
01110030003081,MD Caramel Baked Bites,10.044600,Deliscents, Inc,In assortment
01110030003083,MD Cheese Baked Bites,10.044600,Deliscents, Inc,In assortment
01110030003252,2 Pieces Embotido + 1cup Rice,14.291600,LAWSON,In assortment
01110030003253,2 Pieces Sweet Ham + 1 cup Rice,14.291600,LAWSON,In assortment
01110030003254,2 Pieces Bologna + 1 pc Sweet Ham + 1 cup rice,14.578600,LAWSON,In assortment
01110030003255,3 Pieces Bologna + 1 cup rice,12.379200,LAWSON,In assortment
01110030003265,Beef Giniling Meal,17.857100,Beatrice Kitchen Inc.,In assortment
01110030003266,Ground Beef Steak Meal,17.857100,Beatrice Kitchen Inc.,In assortment
01110030003267,Pork Menudo Meal,17.857100,Beatrice Kitchen Inc.,In assortment
01110030003269,XX-MD Filled Choco Swiss Mocha,13.928600,Deliscents, Inc,In assortment
01110030003270,MD Filled Choco Strawberry,13.928600,Deliscents, Inc,In assortment
01110030003393,4IN1 Sandwich,32.500000,QBites Inc.,In assortment
01110030003461,Sisig Caldereta P69,30.759200,LAWSON,Out of assortment
01110030003462,Sisig Bicol Express P69,30.759200,LAWSON,Out of assortment
01110030003561,Pumpkin and Zucchini Slice,-1.000000,Beatrice Kitchen Inc.,Out of assortment
01110030003575,MD Christmas Brownies 6pcs,66.294600,Deliscents, Inc,In assortment
01110030003602,Fiesta Ham with Salted Egg Sandwich,39.285700,QBites Inc.,In assortment
01110030003603,Fiesta Ham with Coco Butter Sandwich,39.285700,QBites Inc.,In assortment
01110030003606,Chicken Parmigiania,35.285700,QBites Inc.,In assortment
01110030003609,Mac and Cheese with Bacon,35.285700,QBites Inc.,In assortment
01110030003613,Nestle Shepherd's Pie,34.419600,QBites Inc.,In assortment
01110030003614,Nestle Crema De Fruta,26.785700,QBites Inc.,In assortment
01110030003615,Nestle Chocolate Mousse,23.214300,QBites Inc.,undefined**
01110030003616,Fruit Salad 80g,26.785700,QBites Inc.,undefined**
01110030004084,Almond Jelly with Fruit Cocktail,19.642800,EST Dimsum Inc.,In assortment
01110030004110,Pan de Coco,11.607100,Verleo Food Ent. (Chow Queen),In assortment
01110030004212,Free MD Buttered Toast for True Brew,8.035700,Deliscents, Inc,In assortment
01110030004595,TB-Ube Bean Bread,25.892900,TKYO BAKERY,In assortment
01110030004596,TB-Azuki Bean Bread,25.892900,TKYO BAKERY,In assortment
01110030004598,TB-Walnut Pan,25.892900,TKYO BAKERY,In assortment
01110030004987,Dorayaki Chocolate,17.850000,QBites Inc.,In assortment
01110030004988,Dorayaki Caramel,17.850000,QBites Inc.,In assortment
01110030004991,Dorayaki Chocolate w/ Blue Lemonade 16oz,26.927000,LAWSON,In assortment
01110030004992,Dorayaki Caramel w/ Blue Lemonade 16oz,26.927000,LAWSON,In assortment
01110060000016,Burger Steak,43.611600,QBites Inc.,Out of assortment
01110060000017,Pork Adobo,43.611600,QBites Inc.,Out of assortment
01110060000018,Tocino with Egg,43.626272,QBites Inc.,In assortment
01110060000019,Pork Menudo,43.611600,QBites Inc.,Out of assortment
01110060000020,Beef Tapa,43.611600,QBites Inc.,Out of assortment
01110060000021,Sisig,-1.000000,QBites Inc.,Out of assortment
01110060000022,Tuna Sandwich,32.392900,Beatrice Kitchen Inc.,Out of assortment
01110060000023,Chicken Teriyaki Sandwich B,30.544600,Beatrice Kitchen Inc.,Out of assortment
01110060000024,Ham Sandwich,21.919600,Beatrice Kitchen Inc.,In assortment
01110060000025,Ham & Egg Sandwich BK,24.392900,Beatrice Kitchen Inc.,Out of assortment
01110060000026,Ham & Cheese Sandwich BK,24.392900,Beatrice Kitchen Inc.,Out of assortment
01110060000027,Ham Pesto and Cheese Premium Sandwich,27.767900,Beatrice Kitchen Inc.,In assortment
01110060000028,Grilled Veggies Premium Sandwich,28.571400,Beatrice Kitchen Inc.,In assortment
01110060000029,Cheesy Meaty Pizza,31.250000,Beatrice Kitchen Inc.,Out of assortment
01110060000030,Spaghetti,34.250000,Beatrice Kitchen Inc.,Out of assortment
01110060000031,Carbonara,37.026800,Beatrice Kitchen Inc.,Out of assortment
01110060000032,Baked Mac,34.250000,Beatrice Kitchen Inc.,In assortment
01110060000033,Lasagna,34.250000,Beatrice Kitchen Inc.,In assortment
01110060000034,Palabok,-1.000000,Beatrice Kitchen Inc.,Out of assortment
01110060000036,Garden Salad,21.000000,QBites Inc.,In assortment
01110060000039,Ham & Cheese Pandesal,21.285700,Beatrice Kitchen Inc.,In assortment
01110060000040,Adobo Pandesal,20.535700,Beatrice Kitchen Inc.,Out of assortment
01110060000042,Macaroni Salad,24.000000,QBites Inc.,Out of assortment
01110060000044,Leche Flan Coffee Flavor,-1.000000,Beatrice Kitchen Inc.,Out of assortment
01110060000045,Corned Beef  Pandesal,23.142900,Beatrice Kitchen Inc.,In assortment
01110060000049,Sweet Apple,-1.000000,Breadtalk Philippines. Inc.,Out of assortment
01110060000051,Pizza Bread,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110060000054,Salted Caramel Parmesan,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110060000056,Chocolate Dozo,-1.000000,Breadtalk Philippines. Inc.,Out of assortment
01110060000057,Peppered Ham and Cheese,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110060000058,Red Bean Cocktail Bun,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110060000059,Coco Bundle,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110060000061,Mini Cheese Boat,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110060000062,GD Pastillas de Leche,12.000000,The Doughnut People Inc.,Out of assortment
01110060000063,Rocky Road,12.000000,The Doughnut People Inc.,Out of assortment
01110060000064,Black Forest,12.000000,The Doughnut People Inc.,Out of assortment
01110060000065,Cookie Butter,12.000000,The Doughnut People Inc.,Out of assortment
01110060000066,Chocolate Frost,12.000000,The Doughnut People Inc.,Out of assortment
01110060002412,Cocktail Bun,25.267900,Breadtalk Philippines. Inc.,In assortment
01110060002413,Coco Cocktail,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110060002414,BT-Mini Cheese Balls,24.775166,Breadtalk Philippines. Inc.,In assortment
01110060002425,Double Marble,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110060002697,Sausage and Egg Sandwich,25.267900,Breadtalk Philippines. Inc.,Out of assortment
01110060002709,Marby Super Loaf 600g,54.560000,Puregold,Out of assortment
01110060002826,GD Ube Jam,12.000000,The Doughnut People Inc.,Out of assortment
01110060002827,Calamansi Cream,12.000000,The Doughnut People Inc.,Out of assortment
01110060002828,GD Bavarian,12.000000,The Doughnut People Inc.,Out of assortment
01110060002839,Student Meal w/o Drink,43.838000,LAWSON,In assortment
01110060002893,Tuna Marinara,-1.000000,Beatrice Kitchen Inc.,Indepletion
01110060002895,Bolognese,-1.000000,Beatrice Kitchen Inc.,Indepletion
01120030000195,Special Chicken Empanada,14.285700,Verleo Food Ent. (Chow Queen),In assortment
01120030000196,LongPao Chicken Ala King,25.890504,EST Dimsum Inc.,In assortment
01120030000197,LongPao Braised Pork,25.891105,EST Dimsum Inc.,In assortment
01120030000199,Long Siopao Chicken Ala King 8pcs/pack,25.797593,EST Dimsum Inc.,In assortment
01120030000200,Long Siopao Braised Pork  8pcs/pack,25.892800,EST Dimsum Inc.,Raw material
01120030000389,Balut,13.883900,Beatrice Kitchen Inc.,In assortment
01120030000390,Boiled Egg,8.098200,Beatrice Kitchen Inc.,In assortment
01120030000420,Fried Chicken Bucket w/ Rice (Lemonade),214.444500,LAWSON,Out of assortment
01120030000421,Fried Chicken Bucket w/ Rice (Cucumber),214.444500,LAWSON,Out of assortment
01120030000422,Fried Chicken Bucket w/ Spag (Cucumber),299.519700,LAWSON,Out of assortment
01120030000423,Fried Chicken Bucket w/ Spag (Lemonade),299.519700,LAWSON,Out of assortment
01120030000425,QB 6pcs Fried Chicken Party Pack,191.392824,LAWSON,In assortment
01120030000431,Fried Chicken Bucket w/Lasagna(Cucumber),299.519700,LAWSON,Out of assortment
01120030000432,Fried Chicken Bucket w/Lasagna(Lemonade),299.519700,LAWSON,Out of assortment
01120030000469,Popcorn Plain Disposal 1g only,0.082600,LAWSON,Raw material
01120030000652,TJ Hotdog Sandwich Classic 8in New,19.784575,LAWSON,In assortment
01120030000653,TJ Hotdog Sandwich Cheese 8in New,20.891085,LAWSON,In assortment
01120030000668,Chicken Combo Meal,42.073500,LAWSON,Out of assortment
01120030000736,Steamed Siomai 4pcs/stick,16.964300,LAWSON,In assortment
01120030000737,Steamed Sharksfin 4pcs/stick,16.964300,LAWSON,In assortment
01120030000810,Chicken Katsu Mozza Mayo,20.486200,LAWSON,In assortment
01120030000811,Chicken Katsu Bicol Ex.,20.809500,LAWSON,Out of assortment
01120030000812,Chicken Katsu Mozza M. w/UnliRice,27.450300,LAWSON,In assortment
01120030000813,Chicken Katsu B.Ex w/UnliRice,26.701100,LAWSON,Out of assortment
01120030000832,German Franks 8" Fried,32.749539,LAWSON,In assortment
01120030000834,German Franks Sandwich 8",36.990539,LAWSON,In assortment
01120030001211,German Franks 8" w/ Unli Rice,39.713639,LAWSON,In assortment
01120030001269,DSF German Franks 1pc,32.749539,LAWSON,In assortment
01120030001502,Fried Chicken Bucket w/ Rice (Dalandan),214.986000,LAWSON,Out of assortment
01120030001503,2 Fried Chicken w/ Dalandan 22oz,75.537400,LAWSON,Out of assortment
01120030001504,2 Fried Chicken w/ Cucumber 22oz,73.875500,LAWSON,Out of assortment
01120030001506,2 Fried Chicken w/ Unlimited Rice,70.763041,LAWSON,In assortment
01120030001507,6 Fried Chicken w/ Rice + Coke 1.5L,238.915300,LAWSON,In assortment
01120030001511,2 Fried Hotdog Classic w/ Iced Tea 12oz,41.738000,LAWSON,Out of assortment
01120030001512,2 Fried Hotdog Cheese w/ Iced Tea 12oz,41.738000,LAWSON,Out of assortment
01120030001513,2 Fried Hotdog Classic w/ Pineapple Juice 12oz,39.966800,LAWSON,Out of assortment
01120030001514,2 Fried Hotdog Cheese w/ Pineapple Juice 12oz,39.966800,LAWSON,Out of assortment
01120030001515,2 Hotdog Sandwich Classic w/ Iced Tea 12oz,50.059400,LAWSON,Out of assortment
01120030001516,2 Hotdog Sandwich Cheese w/ Iced Tea 12oz,50.059400,LAWSON,Out of assortment
01120030001518,2 Hotdog Sandwich Classic w/ Pineapple Juice 12oz,48.288200,LAWSON,Out of assortment
01120030001519,2 Hotdog Sandwich Cheese w/ Pineapple Juice 12oz,48.288200,LAWSON,Out of assortment
01120030001522,6 Fried Chicken w/ Sprite 1.5L,238.915300,LAWSON,Out of assortment
01120030001559,Asado Siopao (Large)   W,25.450000,LAWSON,In assortment
01120030001560,Bola - Bola Siopao (Large)  W,25.450000,LAWSON,In assortment
01120030001726,Add-on Lady's Choice Real Mayo 10ml,2.544991,LAWSON,In assortment
01120030001760,Chicken Katsu Tomato Mayo Jalapeño,20.587300,LAWSON,Out of assortment
01120030001761,Chicken Katsu TomatoMayoJalapeño Unli Rice,26.965100,LAWSON,Out of assortment
01120030001763,Chicken Nuggets Ala Carte,19.236330,LAWSON,In assortment
01120030001764,Chicken Nuggets with Unlimited Rice,26.200430,LAWSON,In assortment
